"","population","county","state","median_age","household_income","per_capita_income","poverty_count","poverty_rate","unemployment_rate"
"884",10534,"Winnebago","Iowa",41.8,49870,28342,884,8.39187393202962,1.82266945130055
"885",20262,"Winneshiek","Iowa",41.5,65263,32075,1480,7.30431349323857,1.15980653439937
"886",102586,"Woodbury","Iowa",35.8,59224,28688,12649,12.3301425145731,2.28588696313337
"887",7445,"Worth","Iowa",43.9,57130,31949,627,8.42175957018133,2.49832102081934
"888",12739,"Wright","Iowa",43.5,53333,29622,1461,11.4687181097417,1.49933275767329
"889",12556,"Allen","Kansas",41.9,45333,23734,2138,17.0277158330679,2.23000955718382
"890",7835,"Anderson","Kansas",40.8,50213,24309,1151,14.6904913848117,1.531589023612
"891",16268,"Atchison","Kansas",36.6,50439,24237,2269,13.9476272436686,1.37693631669535
"892",4624,"Barber","Kansas",43.6,50174,27648,746,16.1332179930796,1.18944636678201
"893",26453,"Barton","Kansas",39.9,49723,27495,3978,15.0379919101803,2.01489434090651
"894",14608,"Bourbon","Kansas",39.1,43917,23102,2271,15.5462760131435,1.05421686746988
"895",9626,"Brown","Kansas",42.1,48333,25208,1257,13.0583835445668,1.66216496987326
"896",66698,"Butler","Kansas",38.6,64782,29986,6025,9.03325437044589,1.81564664607634
"897",2637,"Chase","Kansas",44.8,45353,23055,300,11.3765642775882,1.97193780811528
"898",3323,"Chautauqua","Kansas",47.9,40298,22962,605,18.2064399638881,2.97923563045441
"899",20179,"Cherokee","Kansas",41.3,43175,22615,2604,12.9045046830864,1.92774666732742
"900",2665,"Cheyenne","Kansas",45.6,47639,29041,247,9.26829268292683,0.900562851782364
"901",2026,"Clark","Kansas",45.3,53348,28227,213,10.5133267522211,0.740375123395854
"902",8082,"Clay","Kansas",42.5,53929,29235,642,7.94357832219748,1.31155654540955
"903",8938,"Cloud","Kansas",40.8,45373,27279,965,10.796598791676,2.11456701722981
"904",8254,"Coffey","Kansas",43.8,59583,33371,1008,12.2122607220741,2.15653016719166
"905",1740,"Comanche","Kansas",48.1,54821,30355,175,10.0574712643678,1.66666666666667
"906",35351,"Cowley","Kansas",38.8,50102,24726,4675,13.2245198155639,2.18664252779271
"907",38968,"Crawford","Kansas",32.5,41004,23091,7513,19.2799219872716,2.56364196263601
"908",2860,"Decatur","Kansas",50.6,48125,30905,433,15.1398601398601,0.804195804195804
"909",18828,"Dickinson","Kansas",41.3,49991,27219,2184,11.5997450605481,2.06076056936478
"910",7684,"Doniphan","Kansas",41,49703,25775,926,12.051015096304,1.31441957313899
"911",120290,"Douglas","Kansas",29.8,59435,32281,20169,16.7669797988195,2.47817773713526
"912",2869,"Edwards","Kansas",45.7,50902,27431,277,9.65493203206692,1.1850819100732
"913",2523,"Elk","Kansas",52.3,38750,23875,449,17.7962742766548,2.29885057471264
"914",28775,"Ellis","Kansas",32.5,52883,30956,4271,14.8427454387489,1.62988705473501
"915",6231,"Ellsworth","Kansas",42.1,54902,26443,493,7.91205264002568,1.55673246669876
"916",36750,"Finney","Kansas",30.8,60798,24152,4459,12.1333333333333,2.09251700680272
"917",34179,"Ford","Kansas",32.2,51711,23293,4858,14.2134058925071,2.9959916908043
"918",25558,"Franklin","Kansas",40,56582,26998,2441,9.55082557320604,1.93285859613428
"919",34025,"Geary","Kansas",26.4,53133,23897,4292,12.6142542248347,1.66936076414401
"920",2644,"Gove","Kansas",48.2,48317,28859,259,9.79576399394856,0.794251134644478
"921",2519,"Graham","Kansas",50.4,46375,27236,242,9.60698689956332,0.873362445414847
"922",7467,"Grant","Kansas",32.6,53413,25411,848,11.3566358644703,3.29449578143833
"923",6039,"Gray","Kansas",36,64930,29421,338,5.59695313793674,1.39095876800795
"924",1185,"Greeley","Kansas",42.2,54112,28982,86,7.25738396624473,0
"925",6081,"Greenwood","Kansas",48.6,41982,27500,799,13.1392863015951,1.13468179575728
"926",2591,"Hamilton","Kansas",35.8,46944,22003,272,10.4978772674643,0.347356233114628
"927",5594,"Harper","Kansas",42.4,49865,24800,874,15.623882731498,2.59206292456203
"928",34503,"Harvey","Kansas",39.2,57982,28226,3172,9.19340347216184,1.69260644001971
"929",4018,"Haskell","Kansas",36.9,55064,26814,418,10.4031856645097,1.56794425087108
"930",1876,"Hodgeman","Kansas",47.6,61211,30044,204,10.8742004264392,1.91897654584222
"931",13266,"Jackson","Kansas",41.2,57914,28127,1525,11.4955525403287,2.51017639077341
"932",18890,"Jefferson","Kansas",43.3,64864,30655,1398,7.40074113287454,1.87930121757544
"933",2885,"Jewell","Kansas",52.8,40676,27731,501,17.3656845753899,0.935875216637782
"934",591506,"Johnson","Kansas",37.6,89087,46517,31422,5.31220308838795,1.60742240991638
"935",3907,"Kearny","Kansas",34.7,52599,23415,749,19.1707192219094,0.947018172510878
"936",7340,"Kingman","Kansas",45.4,60469,34578,549,7.47956403269755,2.41144414168937
"937",2505,"Kiowa","Kansas",41.6,53274,26321,155,6.187624750499,1.51696606786427
"938",20119,"Labette","Kansas",41,47643,24572,3619,17.9879715691635,1.62035886475471
"939",1564,"Lane","Kansas",40.7,52125,28435,187,11.9565217391304,1.47058823529412
"940",80745,"Leavenworth","Kansas",37.8,73013,32444,6379,7.90017957768283,1.9047619047619
"941",3044,"Lincoln","Kansas",46.5,45076,25803,271,8.90275952693824,1.64257555847569
"942",9671,"Linn","Kansas",44.4,48778,27926,1565,16.1824009926585,1.90259538827422
"943",2805,"Logan","Kansas",39.7,51740,28135,224,7.98573975044563,0.855614973262032
"944",33251,"Lyon","Kansas",33.4,46338,26904,5356,16.107786231993,2.99840606297555
"945",11964,"Marion","Kansas",44.5,52123,26577,971,8.11601471079906,1.75526579739218
"946",9749,"Marshall","Kansas",42.8,51895,28469,854,8.75987280746743,1.67196635552364
"947",28567,"McPherson","Kansas",40.8,59089,31006,2382,8.33829243532748,1.02565897714146
"948",4180,"Meade","Kansas",37.9,59316,28945,264,6.31578947368421,0.645933014354067
"949",33417,"Miami","Kansas",42.1,71995,35659,2254,6.74506987461472,1.42741718287099
"950",6145,"Mitchell","Kansas",43.1,46203,25801,874,14.2229454841334,1.64361269324654
"951",32521,"Montgomery","Kansas",40.3,45157,24647,5911,18.1759478490821,2.3615509978168
"952",5566,"Morris","Kansas",46.6,55658,29558,493,8.85734818541143,1.20373697448796
"953",2754,"Morton","Kansas",40.5,47750,23447,273,9.91285403050109,1.08932461873638
"954",10121,"Nemaha","Kansas",39.9,63216,30344,859,8.4873036261239,0.661989921944472
"955",16108,"Neosho","Kansas",40.2,46291,23845,2926,18.1648870126645,2.2100819468587
"956",2876,"Ness","Kansas",50,56492,34243,287,9.97913769123783,0.660639777468707
"957",5446,"Norton","Kansas",42.7,49038,25352,564,10.3562247521116,0.532500918105031
"958",15881,"Osage","Kansas",43.8,54090,27951,2226,14.0167495749638,2.45576475033058
"959",3530,"Osborne","Kansas",46.7,51286,30843,506,14.3342776203966,0.821529745042493
"960",5822,"Ottawa","Kansas",43,54784,29230,567,9.7389213328753,1.21951219512195
"961",6629,"Pawnee","Kansas",43,49917,25131,353,5.32508674008146,1.0107105144064
"962",5340,"Phillips","Kansas",44.3,50093,27431,511,9.56928838951311,1.42322097378277
"963",23847,"Pottawatomie","Kansas",35.4,66835,29345,1900,7.967459219189,1.42156246068688
"964",9452,"Pratt","Kansas",38.5,52327,27442,1047,11.0770207363521,1.71392297926365
"965",2502,"Rawlins","Kansas",48.8,53207,28590,268,10.7114308553157,0.839328537170264
"966",62765,"Reno","Kansas",40.3,49936,27073,7701,12.2695769935474,2.19230462837569
"967",4658,"Republic","Kansas",50.7,47976,27424,492,10.5624731644483,0.81580077286389
"968",9658,"Rice","Kansas",38.9,53012,26737,1271,13.1600745495962,2.16400911161731
"969",75056,"Riley","Kansas",25.1,51208,27272,14591,19.4401513536559,3.00842037945001
"970",5053,"Rooks","Kansas",44.7,49415,26420,380,7.52028497922027,1.54363744310311
"971",3022,"Rush","Kansas",46.6,47981,26552,304,10.0595632031767,2.05162144275314
"972",6948,"Russell","Kansas",49.1,44792,26090,761,10.9527921704088,3.16637881404721
"973",54701,"Saline","Kansas",38.6,52200,28813,6132,11.2100327233506,1.71112045483629
"974",4917,"Scott","Kansas",39.7,65417,29315,292,5.93858043522473,0.569452918446207
"975",513375,"Sedgwick","Kansas",35.4,56524,29530,69506,13.5390309228147,2.61290479668858
"976",22349,"Seward","Kansas",29.4,49291,20754,3668,16.4123674437335,2.53702626515728
"977",177852,"Shawnee","Kansas",39.1,56762,30974,19811,11.1390369520725,2.06238895261228
"978",2506,"Sheridan","Kansas",44.9,62885,35465,130,5.18754988028731,1.35674381484437
"979",5938,"Sherman","Kansas",39.3,54754,27919,660,11.1148534860222,1.81879420680364
"980",3627,"Smith","Kansas",51.4,43429,28994,400,11.0283981251723,1.32340777502068
"981",4181,"Stafford","Kansas",44.1,49375,28060,507,12.126285577613,2.15259507294906
"982",2052,"Stanton","Kansas",35.3,52054,23033,370,18.0311890838207,0.682261208576998
"983",5603,"Stevens","Kansas",35.1,57806,24652,1099,19.614492236302,2.65928966625022
"984",23114,"Sumner","Kansas",41.2,55000,26954,2667,11.5384615384615,1.73920567621355
"985",7810,"Thomas","Kansas",36,60124,30442,883,11.3060179257362,1.2291933418694
"986",2840,"Trego","Kansas",49.4,57966,34230,191,6.72535211267606,0.774647887323944
"987",6889,"Wabaunsee","Kansas",43.8,61178,27876,330,4.79024531862389,1.30643054144288
"988",1574,"Wallace","Kansas",41.8,63269,27966,146,9.27573062261754,0.317662007623888
"989",5493,"Washington","Kansas",45.4,50588,27841,581,10.5770981248862,0.855634443837612
"990",2130,"Wichita","Kansas",42.3,57978,29126,69,3.23943661971831,1.54929577464789
"991",8688,"Wilson","Kansas",43.7,48341,27471,1196,13.7661141804788,2.38259668508287
"992",3157,"Woodson","Kansas",47.4,39643,22672,604,19.1320874247704,4.40291415901172
"993",164861,"Wyandotte","Kansas",33.7,46881,22335,31261,18.9620346837639,3.28155233803022
"994",19222,"Adair","Kentucky",41.8,38021,21196,3655,19.0146706898346,2.49193632296327
"995",20944,"Allen","Kentucky",40.7,44036,22294,3866,18.4587471352177,2.18200916730328
"996",22409,"Anderson","Kentucky",41.4,55334,27250,3480,15.5294747646035,3.61015663349547
"997",8032,"Ballard","Kentucky",43.6,45048,25217,1213,15.1020916334661,2.70169322709163
"998",43884,"Barren","Kentucky",40.5,41459,21869,10368,23.6259228876128,3.06717710327226
"999",12355,"Bath","Kentucky",40.6,44898,22238,2501,20.2428166734116,2.42816673411574
"1000",26791,"Bell","Kentucky",41.7,26272,15501,9218,34.4070770034713,3.13538128475981
"1001",130820,"Boone","Kentucky",37.5,78327,35991,9271,7.08683687509555,2.03562146460786
"1002",20058,"Bourbon","Kentucky",41.8,49637,27802,3005,14.9815534948649,2.53764084155948
"1003",47682,"Boyd","Kentucky",42.3,48308,26193,8622,18.082295205738,3.28006375571495
"1004",29972,"Boyle","Kentucky",40.3,46382,26413,3801,12.6818363806219,2.50567196049646
"1005",8305,"Bracken","Kentucky",41.4,49158,24124,1463,17.6158940397351,1.98675496688742
"1006",12977,"Breathitt","Kentucky",42.2,27344,19053,4367,33.6518455729367,3.35208445711644
"1007",20176,"Breckinridge","Kentucky",43.1,47190,23286,3674,18.2097541633624,3.87093576526566
"1008",80171,"Bullitt","Kentucky",40.4,63348,29333,7150,8.91843684125182,2.14790884484415
"1009",12764,"Butler","Kentucky",41.3,41763,22951,2407,18.8577248511438,2.44437480413663
"1010",12702,"Caldwell","Kentucky",44,44775,28799,2112,16.6273027869627,2.03904896866635
"1011",38837,"Calloway","Kentucky",35.6,42273,23219,7541,19.4170507505729,2.09593943919458
"1012",92861,"Campbell","Kentucky",38.2,63050,34025,12081,13.0097672865896,2.10529716457932
"1013",4784,"Carlisle","Kentucky",42.8,45109,30065,796,16.6387959866221,1.48411371237458
"1014",10671,"Carroll","Kentucky",38.5,43524,25217,2474,23.1843313653828,3.58916690094649
"1015",27159,"Carter","Kentucky",41.6,34736,18778,6674,24.5738061047903,1.96988107073162
"1016",15885,"Casey","Kentucky",42.6,34819,18457,3936,24.7780925401322,3.10985206169342
"1017",71414,"Christian","Kentucky",28.3,43919,23021,12635,17.6926092922956,2.63253703755566
"1018",35971,"Clark","Kentucky",42.3,54953,28802,5205,14.4699897139362,2.68271663284312
"1019",20368,"Clay","Kentucky",39.6,26840,15391,6940,34.0730557737628,2.74450117831893
"1020",10193,"Clinton","Kentucky",41.9,32184,21019,2423,23.7712155400765,2.36436770332581
"1021",9000,"Crittenden","Kentucky",43.6,45244,23959,1258,13.9777777777778,0.9
"1022",6697,"Cumberland","Kentucky",46,35344,18728,1406,20.9944751381215,1.85157533223832
"1023",100474,"Daviess","Kentucky",38.9,51673,28806,16174,16.0976969166152,2.40261162091685
"1024",12138,"Edmonson","Kentucky",44.3,43401,21802,2182,17.9766024056681,3.69912670950733
"1025",7510,"Elliott","Kentucky",41.4,32306,13856,1808,24.0745672436751,0.359520639147803
"1026",14224,"Estill","Kentucky",43.5,31688,17746,4345,30.54696287964,4.19713160854893
"1027",320601,"Fayette","Kentucky",34.6,57291,34442,51715,16.1306421377351,2.79631067900599
"1028",14513,"Fleming","Kentucky",41.4,44612,23593,2877,19.8236064218287,3.34872183559567
"1029",36456,"Floyd","Kentucky",42.2,32730,19471,10973,30.0992977836296,3.69760807548826
"1030",50529,"Franklin","Kentucky",40.9,56274,30711,6015,11.904055097073,1.99093589819707
"1031",6130,"Fulton","Kentucky",43.5,30114,18247,1604,26.1663947797716,3.70309951060359
"1032",8737,"Gallatin","Kentucky",38.8,52167,23638,1258,14.3985349662355,2.59814581664187
"1033",17445,"Garrard","Kentucky",43,52631,26272,2712,15.5460017196905,2.96933218687303
"1034",24951,"Grant","Kentucky",36.3,48714,23721,4012,16.0795158510681,1.63119714640696
"1035",37248,"Graves","Kentucky",39.7,44043,24750,7165,19.2359321305842,2.71155498281787
"1036",26247,"Grayson","Kentucky",40.3,38612,21231,6585,25.0885815521774,2.08023774145617
"1037",10979,"Green","Kentucky",44.6,35899,22506,1953,17.7885053283541,1.794334638856
"1038",35555,"Greenup","Kentucky",43.4,51655,27722,5909,16.619322176909,2.70004218815919
"1039",8720,"Hancock","Kentucky",39.9,57217,24830,1015,11.6399082568807,2.64908256880734
"1040",108527,"Hardin","Kentucky",37,54367,28606,13938,12.8428870235057,2.685046117556
"1041",26699,"Harlan","Kentucky",41.3,26478,16468,9335,34.9638563242069,3.39338552005693
"1042",18722,"Harrison","Kentucky",42.2,48438,24154,3225,17.2257237474629,2.33949364384147
"1043",18729,"Hart","Kentucky",40.5,38396,20742,3944,21.0582519088045,2.3813337604784
"1044",45829,"Henderson","Kentucky",41.2,48926,26212,8273,18.0518885421894,2.23002902092561
"1045",15911,"Henry","Kentucky",41.4,53926,25202,2890,18.1635346615549,1.96719250832757
"1046",4510,"Hickman","Kentucky",48,42929,28114,647,14.3458980044346,2.66075388026608
"1047",45331,"Hopkins","Kentucky",41.8,47170,25042,8534,18.8259689836977,2.40894751935761
"1048",13369,"Jackson","Kentucky",42.2,32138,18560,4240,31.7151619418057,3.3360759967088
"1049",767419,"Jefferson","Kentucky",38.3,56586,33251,106938,13.9347605415034,2.86870666480762
"1050",53032,"Jessamine","Kentucky",37.8,58245,31146,8651,16.3127922763614,2.94916276964851
"1051",22634,"Johnson","Kentucky",41.8,37055,21974,5003,22.1039144649642,2.85411328090483
"1052",165668,"Kenton","Kentucky",37.1,64339,33330,18716,11.2972933819446,2.27020305671584
"1053",15260,"Knott","Kentucky",43.2,31198,18475,4531,29.692005242464,3.81389252948886
"1054",31365,"Knox","Kentucky",40,30181,17832,10113,32.2429459588714,2.41989478718317
"1055",14204,"Larue","Kentucky",40.9,47643,24803,2013,14.1720642072656,2.07687975218248
"1056",60357,"Laurel","Kentucky",40,41526,22398,13790,22.8473913547724,2.77349768875193
"1057",15671,"Lawrence","Kentucky",41.2,32798,18124,4115,26.2586944036756,2.72477825282369
"1058",6881,"Lee","Kentucky",43.6,25275,17386,2236,32.4952768492952,3.37160296468537
"1059",10283,"Leslie","Kentucky",42.3,31627,15838,3680,35.7872216279296,3.04385879607119
"1060",22295,"Letcher","Kentucky",42.4,29886,20641,7409,33.2316662928908,4.57053150930702
"1061",13417,"Lewis","Kentucky",42.8,31147,19860,3219,23.9919505105463,1.76641574122382
"1062",24476,"Lincoln","Kentucky",41.3,42919,21480,5086,20.7795391403824,2.40235332570682
"1063",9235,"Livingston","Kentucky",46,50839,27728,1331,14.4125609095831,2.51218191662155
"1064",26902,"Logan","Kentucky",40.7,48014,24221,4507,16.753401234109,2.20429707828414
"1065",8271,"Lyon","Kentucky",50.6,52528,26994,1100,13.299480111232,0.628702696167332
"1066",90802,"Madison","Kentucky",34.1,50060,25837,15901,17.5117288165459,2.88099381070902
"1067",12491,"Magoffin","Kentucky",42.3,28147,18243,3486,27.9080938275558,4.9955968297174
"1068",19244,"Marion","Kentucky",39.3,40107,22241,4236,22.0120557056745,3.8921222199127
"1069",31192,"Marshall","Kentucky",44.9,55113,29792,3177,10.1853039240831,1.80174403693255
"1070",11648,"Martin","Kentucky",39.5,41013,18017,2064,17.7197802197802,2.66998626373626
"1071",17112,"Mason","Kentucky",40.6,45377,28411,2978,17.4029920523609,2.24403927068724
"1072",65268,"McCracken","Kentucky",42.2,46080,32357,10042,15.3857939572225,1.78341606913035
"1073",17465,"McCreary","Kentucky",39.4,28105,14505,5330,30.518179215574,2.87432006870885
"1074",9283,"McLean","Kentucky",42.4,51861,25610,1471,15.8461704190456,3.41484433911451
"1075",28182,"Meade","Kentucky",38.6,56603,27861,3369,11.9544390036193,2.84223972748563
"1076",6443,"Menifee","Kentucky",44.6,39325,20588,1507,23.3897252832531,1.27269905323607
"1077",21592,"Mercer","Kentucky",43.2,55093,27061,3032,14.0422378658763,3.7467580585402
"1078",10036,"Metcalfe","Kentucky",43.9,37386,19121,2304,22.9573535273017,1.74372259864488
"1079",10627,"Monroe","Kentucky",41.4,34879,23481,2493,23.4591135786205,2.71948809635833
"1080",27884,"Montgomery","Kentucky",39.7,45516,22381,5006,17.9529479271267,2.43508822263664
"1081",13288,"Morgan","Kentucky",42,36134,18310,2629,19.7847682119205,1.85881998795906
"1082",30951,"Muhlenberg","Kentucky",42.4,43590,22612,4587,14.8201996704468,2.70104358502149
"1083",45650,"Nelson","Kentucky",39.8,60127,32735,4147,9.08433734939759,2.24753559693319
"1084",7153,"Nicholas","Kentucky",41.1,38149,22212,1965,27.4709911925066,2.46050608136446
"1085",24071,"Ohio","Kentucky",40.3,45564,24297,4435,18.42466037971,3.50213950396743
"1086",65967,"Oldham","Kentucky",38.9,99128,42272,3664,5.55429229766398,1.68265951157397
"1087",10796,"Owen","Kentucky",42.8,48801,25640,2021,18.7198962578733,1.55613190070396
"1088",4442,"Owsley","Kentucky",43.4,30284,18940,1305,29.3786582620441,3.89464205312922
"1089",14572,"Pendleton","Kentucky",40.6,54375,24120,2554,17.5267636563272,1.58523195168817
"1090",26624,"Perry","Kentucky",41.2,33640,23135,6712,25.2103365384615,4.48091947115385
"1091",59497,"Pike","Kentucky",42.5,34856,22437,14545,24.4466107534834,3.21696892280283
"1092",12304,"Powell","Kentucky",38.6,37469,20841,2548,20.7087126137841,2.6332899869961
"1093",64350,"Pulaski","Kentucky",42,39998,24646,14330,22.2688422688423,3.08158508158508
"1094",2123,"Robertson","Kentucky",42.9,41902,22552,522,24.5878473857748,3.29722091380122
"1095",16820,"Rockcastle","Kentucky",42.7,35720,20892,3284,19.5243757431629,3.43043995243757
"1096",24507,"Rowan","Kentucky",30.6,38230,20488,5991,24.4460766311666,2.18713020769576
